CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
15634040120139,2014-2015,15,63404,0120139,Kern,Delano Union Elementary,Nueva Vista Language Academy,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,1,1109,Locally funded,0,K,5,585.0,510.0,0.871794871794872,563.0,0.962393162393162,585.0,510.0,0.871794871794872,563.0,0.962393162393162,1
15634040127712,2014-2015,15,63404,0127712,Kern,Delano Union Elementary,Pioneer,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,909.0,709.0,0.77997799779978,875.0,0.962596259625963,909.0,709.0,0.77997799779978,875.0,0.962596259625963,1
15634046009344,2014-2015,15,63404,6009344,Kern,Delano Union Elementary,Albany Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,466.0,337.0,0.723175965665236,430.0,0.92274678111588,466.0,337.0,0.723175965665236,430.0,0.92274678111588,1
15634046009351,2014-2015,15,63404,6009351,Kern,Delano Union Elementary,Cecil Avenue Math and Science Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,1,1184,Locally funded,0,6,8,769.0,612.0,0.795838751625488,736.0,0.957087126137841,769.0,612.0,0.795838751625488,736.0,0.957087126137841,1
15634046009369,2014-2015,15,63404,6009369,Kern,Delano Union Elementary,Del Vista Math and Science Academy,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,1,1352,Locally funded,0,K,5,551.0,450.0,0.816696914700545,526.0,0.954627949183303,551.0,450.0,0.816696914700545,526.0,0.954627949183303,1
15634046009377,2014-2015,15,63404,6009377,Kern,Delano Union Elementary,Fremont Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,523.0,413.0,0.789674952198853,501.0,0.957934990439771,509.0,402.0,0.789783889980354,489.0,0.960707269155206,1
15634046009393,2014-2015,15,63404,6009393,Kern,Delano Union Elementary,Terrace Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,498.0,408.0,0.819277108433735,474.0,0.951807228915663,485.0,401.0,0.82680412371134,464.0,0.956701030927835,1
15634046111355,2014-2015,15,63404,6111355,Kern,Delano Union Elementary,Princeton Street Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,628.0,470.0,0.748407643312102,590.0,0.939490445859873,628.0,470.0,0.748407643312102,590.0,0.939490445859873,1
15634046115471,2014-2015,15,63404,6115471,Kern,Delano Union Elementary,Almond Tree Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,0,,,0,6,8,745.0,628.0,0.842953020134228,728.0,0.977181208053691,745.0,628.0,0.842953020134228,728.0,0.977181208053691,1
15634046117915,2014-2015,15,63404,6117915,Kern,Delano Union Elementary,Morningside,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,657.0,375.0,0.570776255707763,541.0,0.823439878234399,643.0,369.0,0.573872472783826,533.0,0.828926905132193,1
15634120100529,2014-2015,15,63412,0100529,Kern,Delano Joint Union High,Cesar E. Chavez High,High School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,1368.0,875.0,0.639619883040936,1121.0,0.819444444444444,1336.0,859.0,0.642964071856287,1099.0,0.822604790419162,1
15634120116384,2014-2015,15,63412,0116384,Kern,Delano Joint Union High,Robert F. Kennedy High,High School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,1046.0,772.0,0.738049713193117,953.0,0.911089866156788,1021.0,749.0,0.733594515181195,929.0,0.909892262487757,1
15634121531672,2014-2015,15,63412,1531672,Kern,Delano Joint Union High,Delano High,High School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,1664.0,1150.0,0.691105769230769,1424.0,0.855769230769231,1620.0,1114.0,0.687654320987654,1384.0,0.854320987654321,1
15634206009419,2014-2015,15,63420,6009419,Kern,Di Giorgio Elementary,Di Giorgio Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,207.0,189.0,0.91304347826087,196.0,0.946859903381642,206.0,188.0,0.912621359223301,195.0,0.946601941747573,1
15634610106690,2014-2015,15,63461,0106690,Kern,Fairfax Elementary,Shirley Lane Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,593.0,499.0,0.841483979763912,551.0,0.929173693086003,585.0,494.0,0.844444444444444,544.0,0.92991452991453,1
15634610107987,2014-2015,15,63461,0107987,Kern,Fairfax Elementary,Fairfax Jr. High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,0,,,0,7,8,504.0,352.0,0.698412698412698,385.0,0.763888888888889,504.0,352.0,0.698412698412698,385.0,0.763888888888889,1
15634610129130,2014-2015,15,63461,0129130,Kern,Fairfax Elementary,Zephyr Lane Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,640.0,469.0,0.7328125,566.0,0.884375,628.0,463.0,0.737261146496815,555.0,0.883757961783439,1
15634616009500,2014-2015,15,63461,6009500,Kern,Fairfax Elementary,Virginia Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,675.0,578.0,0.856296296296296,618.0,0.915555555555556,668.0,572.0,0.856287425149701,612.0,0.916167664670659,1
15634796101588,2014-2015,15,63479,6101588,Kern,Fruitvale Elementary,Quailwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,406.0,107.0,0.263546798029557,166.0,0.408866995073892,393.0,106.0,0.269720101781171,164.0,0.417302798982188,1
15634796104004,2014-2015,15,63479,6104004,Kern,Fruitvale Elementary,Fruitvale Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,711.0,169.0,0.237693389592124,232.0,0.326300984528833,711.0,169.0,0.237693389592124,232.0,0.326300984528833,1
15634796109987,2014-2015,15,63479,6109987,Kern,Fruitvale Elementary,Discovery Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,872.0,188.0,0.215596330275229,259.0,0.297018348623853,857.0,185.0,0.215869311551925,254.0,0.296382730455076,1
15634796112783,2014-2015,15,63479,6112783,Kern,Fruitvale Elementary,Columbia Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,531.0,165.0,0.310734463276836,216.0,0.406779661016949,515.0,163.0,0.316504854368932,213.0,0.413592233009709,1
15634796112791,2014-2015,15,63479,6112791,Kern,Fruitvale Elementary,Endeavour Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,739.0,179.0,0.242219215155616,252.0,0.341001353179973,726.0,177.0,0.243801652892562,249.0,0.34297520661157,1
15635030101014,2014-2015,15,63503,0101014,Kern,Greenfield Union,McKee Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,946.0,626.0,0.661733615221987,737.0,0.779069767441861,945.0,626.0,0.662433862433862,737.0,0.77989417989418,1
15635030110767,2014-2015,15,63503,0110767,Kern,Greenfield Union,Horizon Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,809.0,549.0,0.678615574783684,672.0,0.830655129789864,792.0,538.0,0.679292929292929,658.0,0.830808080808081,1
15635030116715,2014-2015,15,63503,0116715,Kern,Greenfield Union,Granite Pointe Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,939.0,566.0,0.602768903088392,697.0,0.742279020234292,911.0,553.0,0.607025246981339,679.0,0.745334796926454,1
15635030120865,2014-2015,15,63503,0120865,Kern,Greenfield Union,Greenfield Community,Elementary School District,District Community Day Schools,Community Day School,,0,,,0,K,8,20.0,15.0,0.75,16.0,0.8,20.0,15.0,0.75,16.0,0.8,1
15635290100198,2014-2015,15,63529,0100198,Kern,Kern High,Golden Valley High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2418.0,1649.0,0.681968569065343,1911.0,0.790322580645161,2321.0,1591.0,0.68548039638087,1848.0,0.796208530805687,1
15635290110999,2014-2015,15,63529,0110999,Kern,Kern High,Frontier High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2324.0,402.0,0.172977624784854,549.0,0.236230636833046,2250.0,380.0,0.168888888888889,524.0,0.232888888888889,1
15635290116392,2014-2015,15,63529,0116392,Kern,Kern High,Independence High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2048.0,761.0,0.37158203125,1015.0,0.49560546875,1991.0,737.0,0.370165745856354,986.0,0.4952285283777,1
15635290116400,2014-2015,15,63529,0116400,Kern,Kern High,Mira Monte High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2004.0,1633.0,0.814870259481038,1787.0,0.891716566866267,1946.0,1585.0,0.814491264131552,1736.0,0.892086330935252,1
15635290125062,2014-2015,15,63529,0125062,Kern,Kern High,Tierra Del Sol Continuation High,High School District,Continuation High Schools,Continuation School,,0,,,0,9,12,391.0,293.0,0.749360613810742,306.0,0.782608695652174,324.0,249.0,0.768518518518518,259.0,0.799382716049383,1
15635291530021,2014-2015,15,63529,1530021,Kern,Kern High,Central Valley High (Continuation),High School District,Continuation High Schools,Continuation School,,0,,,0,9,12,84.0,65.0,0.773809523809524,69.0,0.821428571428571,69.0,52.0,0.753623188405797,56.0,0.811594202898551,1
15635291530047,2014-2015,15,63529,1530047,Kern,Kern High,Nueva Continuation High,High School District,Continuation High Schools,Continuation School,,0,,,0,9,12,97.0,77.0,0.793814432989691,83.0,0.855670103092783,82.0,66.0,0.804878048780488,72.0,0.878048780487805,1
15635291530112,2014-2015,15,63529,1530112,Kern,Kern High,Vista West Continuation High,High School District,Continuation High Schools,Continuation School,,0,,,0,9,12,273.0,136.0,0.498168498168498,156.0,0.571428571428571,218.0,114.0,0.522935779816514,131.0,0.600917431192661,1
15635291530252,2014-2015,15,63529,1530252,Kern,Kern High,Arvin High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2473.0,1830.0,0.739991912656692,2099.0,0.848766680145572,2415.0,1792.0,0.742028985507246,2060.0,0.853002070393375,1
15635291530344,2014-2015,15,63529,1530344,Kern,Kern High,Stockdale High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2087.0,476.0,0.228078581696215,649.0,0.310972688068999,2031.0,460.0,0.226489414081733,630.0,0.310192023633678,1
15635291530369,2014-2015,15,63529,1530369,Kern,Kern High,Centennial High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1969.0,349.0,0.177247333671915,451.0,0.229050279329609,1916.0,337.0,0.175887265135699,438.0,0.228601252609603,1
15635291530385,2014-2015,15,63529,1530385,Kern,Kern High,Ridgeview High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2278.0,1275.0,0.559701492537313,1569.0,0.688762071992976,2213.0,1239.0,0.559873474920922,1527.0,0.690013556258473,1
15635291530435,2014-2015,15,63529,1530435,Kern,Kern High,Kern Workforce 2000 Academy,High School District,High Schools (Public),Traditional,,1,0071,Locally funded,0,9,12,406.0,282.0,0.694581280788177,306.0,0.753694581280788,358.0,251.0,0.701117318435754,273.0,0.762569832402235,1
15635291530476,2014-2015,15,63529,1530476,Kern,Kern High,Liberty High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1926.0,268.0,0.139148494288681,336.0,0.174454828660436,1858.0,254.0,0.136706135629709,318.0,0.171151776103337,1
15635291530708,2014-2015,15,63529,1530708,Kern,Kern High,Bakersfield High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2790.0,1610.0,0.577060931899642,1791.0,0.641935483870968,2695.0,1560.0,0.578849721706865,1738.0,0.644897959183673,1
15635291532290,2014-2015,15,63529,1532290,Kern,Kern High,East Bakersfield High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2114.0,1580.0,0.747398297067171,1739.0,0.822611163670766,2055.0,1539.0,0.748905109489051,1697.0,0.825790754257907,1
15635291532605,2014-2015,15,63529,1532605,Kern,Kern High,Foothill High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1857.0,1358.0,0.731287022078621,1529.0,0.823371028540657,1819.0,1326.0,0.728971962616822,1496.0,0.822429906542056,1
15635291533330,2014-2015,15,63529,1533330,Kern,Kern High,Highland High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1966.0,1049.0,0.533570701932859,1232.0,0.626653102746694,1904.0,1012.0,0.531512605042017,1193.0,0.626575630252101,1
15635291533538,2014-2015,15,63529,1533538,Kern,Kern High,Kern Valley High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,469.0,236.0,0.50319829424307,281.0,0.599147121535181,441.0,220.0,0.498866213151927,262.0,0.594104308390023,1
15635291534775,2014-2015,15,63529,1534775,Kern,Kern High,North High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1585.0,996.0,0.628391167192429,1135.0,0.71608832807571,1516.0,944.0,0.622691292875989,1080.0,0.712401055408971,1
15635291535087,2014-2015,15,63529,1535087,Kern,Kern High,Shafter High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1440.0,951.0,0.660416666666667,1095.0,0.760416666666667,1404.0,928.0,0.660968660968661,1070.0,0.762108262108262,1
15635291535392,2014-2015,15,63529,1535392,Kern,Kern High,South High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1967.0,1558.0,0.792069140823589,1761.0,0.895271987798678,1890.0,1503.0,0.795238095238095,1698.0,0.898412698412698,1
15635291536325,2014-2015,15,63529,1536325,Kern,Kern High,Vista Continuation High,High School District,Continuation High Schools,Continuation School,,0,,,0,9,12,228.0,161.0,0.706140350877193,169.0,0.741228070175439,186.0,131.0,0.704301075268817,138.0,0.741935483870968,1
15635291536606,2014-2015,15,63529,1536606,Kern,Kern High,West High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,2124.0,1481.0,0.697269303201507,1672.0,0.787193973634652,2025.0,1411.0,0.69679012345679,1600.0,0.790123456790123,1
15635450112524,2014-2015,15,63545,0112524,Kern,Kernville Union Elementary,Rio Vista Community Day,Elementary School District,District Community Day Schools,Community Day School,,0,,,0,5,8,15.0,11.0,0.733333333333333,11.0,0.733333333333333,15.0,11.0,0.733333333333333,11.0,0.733333333333333,1
15635450122887,2014-2015,15,63545,0122887,Kern,Kernville Union Elementary,Woodrow Wallace Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,5,8,331.0,215.0,0.649546827794562,229.0,0.691842900302115,331.0,215.0,0.649546827794562,229.0,0.691842900302115,1
15635456009641,2014-2015,15,63545,6009641,Kern,Kernville Union Elementary,Kernville Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,3,105.0,58.0,0.552380952380952,61.0,0.580952380952381,105.0,58.0,0.552380952380952,61.0,0.580952380952381,1
15635456009658,2014-2015,15,63545,6009658,Kern,Kernville Union Elementary,Woodrow W. Wallace Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,4,389.0,311.0,0.799485861182519,320.0,0.822622107969152,378.0,302.0,0.798941798941799,311.0,0.822751322751323,1
15635526009666,2014-2015,15,63552,6009666,Kern,Lakeside Union,Lakeside,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,562.0,276.0,0.491103202846975,355.0,0.631672597864769,562.0,276.0,0.491103202846975,355.0,0.631672597864769,1
15635526115042,2014-2015,15,63552,6115042,Kern,Lakeside Union,Donald E. Suburu,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,712.0,335.0,0.470505617977528,473.0,0.664325842696629,695.0,331.0,0.476258992805755,464.0,0.667625899280576,1
15635780107771,2014-2015,15,63578,0107771,Kern,Richland Union Elementary,Sequoia Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 1,0,,,0,P,6,824.0,533.0,0.646844660194175,650.0,0.788834951456311,810.0,527.0,0.650617283950617,638.0,0.787654320987654,1
15635786009989,2014-2015,15,63578,6009989,Kern,Richland Union Elementary,Redwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 1,0,,,0,K,6,989.0,793.0,0.801820020222447,895.0,0.904954499494439,964.0,771.0,0.799792531120332,870.0,0.902489626556017,1
15635786010003,2014-2015,15,63578,6010003,Kern,Richland Union Elementary,Richland Junior High,Elementary School District,Junior High Schools (Public),Traditional,,0,,,0,7,8,751.0,540.0,0.719041278295606,647.0,0.861517976031957,751.0,540.0,0.719041278295606,647.0,0.861517976031957,1
15635786090591,2014-2015,15,63578,6090591,Kern,Richland Union Elementary,Golden Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 1,0,,,0,P,6,966.0,743.0,0.769151138716356,870.0,0.900621118012422,945.0,727.0,0.769312169312169,850.0,0.899470899470899,1
15636280122853,2014-2015,15,63628,0122853,Kern,Maricopa Unified,Maricopa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,60.0,43.0,0.716666666666667,47.0,0.783333333333333,60.0,43.0,0.716666666666667,47.0,0.783333333333333,1
15636280127183,2014-2015,15,63628,0127183,Kern,Maricopa Unified,California Virtual Academy @ Maricopa,Unified School District,Elementary Schools (Public),Traditional,,1,1490,Directly funded,1,K,8,1375.0,693.0,0.504,891.0,0.648,1375.0,693.0,0.504,891.0,0.648,1
15636280127209,2014-2015,15,63628,0127209,Kern,Maricopa Unified,California Virtual Academy High @ Maricopa,Unified School District,High Schools (Public),Traditional,,1,1491,Directly funded,1,9,12,667.0,296.0,0.443778110944528,407.0,0.610194902548726,624.0,271.0,0.434294871794872,377.0,0.604166666666667,1
15636280128504,2014-2015,15,63628,0128504,Kern,Maricopa Unified,Peak to Peak Mountain Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1575,Directly funded,1,K,7,94.0,14.0,0.148936170212766,27.0,0.287234042553192,94.0,14.0,0.148936170212766,27.0,0.287234042553192,1
15636286009740,2014-2015,15,63628,6009740,Kern,Maricopa Unified,Maricopa Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,156.0,111.0,0.711538461538462,115.0,0.737179487179487,155.0,111.0,0.716129032258065,115.0,0.741935483870968,1
15636516009773,2014-2015,15,63651,6009773,Kern,McKittrick Elementary,McKittrick Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,78.0,11.0,0.141025641025641,11.0,0.141025641025641,78.0,11.0,0.141025641025641,11.0,0.141025641025641,1
15636851530997,2014-2015,15,63685,1530997,Kern,Muroc Joint Unified,Boron Junior-Senior High,Unified School District,High Schools (Public),Traditional,,0,,,0,7,12,249.0,135.0,0.542168674698795,143.0,0.57429718875502,239.0,130.0,0.543933054393305,138.0,0.577405857740586,1
15636851531987,2014-2015,15,63685,1531987,Kern,Muroc Joint Unified,Desert Junior-Senior High,Unified School District,High Schools (Public),Traditional,,0,,,0,7,12,604.0,34.0,0.0562913907284768,59.0,0.097682119205298,586.0,34.0,0.0580204778156997,59.0,0.100682593856655,1
15636856009880,2014-2015,15,63685,6009880,Kern,Muroc Joint Unified,Irving L. Branch Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,787.0,64.0,0.0813214739517154,136.0,0.172808132147395,777.0,63.0,0.0810810810810811,135.0,0.173745173745174,1
15636856009906,2014-2015,15,63685,6009906,Kern,Muroc Joint Unified,West Boron Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,296.0,173.0,0.584459459459459,183.0,0.618243243243243,294.0,172.0,0.585034013605442,182.0,0.619047619047619,1
15636930113738,2014-2015,15,63693,0113738,Kern,Norris Elementary,Veterans Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1005.0,104.0,0.103482587064677,151.0,0.150248756218905,988.0,101.0,0.102226720647773,147.0,0.148785425101215,1
15636936118681,2014-2015,15,63693,6118681,Kern,Norris Elementary,William B. Bimat Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,560.0,44.0,0.0785714285714286,80.0,0.142857142857143,550.0,42.0,0.0763636363636364,78.0,0.141818181818182,1
15637500111245,2014-2015,15,63750,0111245,Kern,Rosedale Union Elementary,American Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,683.0,100.0,0.146412884333821,143.0,0.209370424597365,683.0,100.0,0.146412884333821,143.0,0.209370424597365,1
15637506010029,2014-2015,15,63750,6010029,Kern,Rosedale Union Elementary,Rosedale Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,651.0,111.0,0.170506912442396,159.0,0.244239631336406,651.0,111.0,0.170506912442396,159.0,0.244239631336406,1
15637506096127,2014-2015,15,63750,6096127,Kern,Rosedale Union Elementary,Rosedale-North Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,431.0,107.0,0.248259860788863,157.0,0.364269141531323,429.0,106.0,0.247086247086247,156.0,0.363636363636364,1
15637506108781,2014-2015,15,63750,6108781,Kern,Rosedale Union Elementary,Centennial Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,512.0,77.0,0.150390625,91.0,0.177734375,512.0,77.0,0.150390625,91.0,0.177734375,1
15637506110431,2014-2015,15,63750,6110431,Kern,Rosedale Union Elementary,Del Rio Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,444.0,75.0,0.168918918918919,105.0,0.236486486486486,410.0,72.0,0.175609756097561,99.0,0.241463414634146,1
15637506111686,2014-2015,15,63750,6111686,Kern,Rosedale Union Elementary,Almondale Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,675.0,126.0,0.186666666666667,160.0,0.237037037037037,646.0,122.0,0.188854489164087,155.0,0.239938080495356,1
15637506113484,2014-2015,15,63750,6113484,Kern,Rosedale Union Elementary,Independence Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,616.0,99.0,0.160714285714286,120.0,0.194805194805195,616.0,99.0,0.160714285714286,120.0,0.194805194805195,1
15637506117717,2014-2015,15,63750,6117717,Kern,Rosedale Union Elementary,Freedom Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,642.0,138.0,0.214953271028037,196.0,0.305295950155763,642.0,138.0,0.214953271028037,196.0,0.305295950155763,1
15637506120398,2014-2015,15,63750,6120398,Kern,Rosedale Union Elementary,Patriot Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,743.0,143.0,0.192462987886945,204.0,0.274562584118439,743.0,143.0,0.192462987886945,204.0,0.274562584118439,1
15637686010037,2014-2015,15,63768,6010037,Kern,Semitropic Elementary,Semitropic Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,229.0,191.0,0.834061135371179,215.0,0.938864628820961,229.0,191.0,0.834061135371179,215.0,0.938864628820961,1
15637846010060,2014-2015,15,63784,6010060,Kern,South Fork Union,South Fork Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,4,139.0,105.0,0.755395683453237,112.0,0.805755395683453,137.0,103.0,0.751824817518248,110.0,0.802919708029197,1
15637846118103,2014-2015,15,63784,6118103,Kern,South Fork Union,South Fork Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,5,8,110.0,84.0,0.763636363636364,87.0,0.790909090909091,110.0,84.0,0.763636363636364,87.0,0.790909090909091,1
15638181530138,2014-2015,15,63818,1530138,Kern,Taft Union High,Buena Vista High (Continuation),High School District,Continuation High Schools,Continuation School,,0,,,0,9,12,73.0,48.0,0.657534246575342,59.0,0.808219178082192,63.0,40.0,0.634920634920635,50.0,0.793650793650794,1
15638181535905,2014-2015,15,63818,1535905,Kern,Taft Union High,Taft Union High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,985.0,457.0,0.463959390862944,544.0,0.552284263959391,943.0,438.0,0.464475079533404,520.0,0.551431601272534,1
15638420113167,2014-2015,15,63842,0113167,Kern,Wasco Union Elementary,Teresa Burke Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,803.0,658.0,0.819427148194272,741.0,0.922789539227895,787.0,646.0,0.820838627700127,727.0,0.923761118170267,1
15638426010250,2014-2015,15,63842,6010250,Kern,Wasco Union Elementary,Palm Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,645.0,513.0,0.795348837209302,573.0,0.888372093023256,612.0,489.0,0.799019607843137,546.0,0.892156862745098,1
15638426110340,2014-2015,15,63842,6110340,Kern,Wasco Union Elementary,John L. Prueitt Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,809.0,556.0,0.687268232385661,677.0,0.836835599505562,809.0,556.0,0.687268232385661,677.0,0.836835599505562,1
15735446117816,2014-2015,15,73544,6117816,Kern,Rio Bravo-Greeley Union Elementary,Rio Bravo Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,4,584.0,237.0,0.405821917808219,273.0,0.467465753424658,570.0,228.0,0.4,263.0,0.46140350877193,1
15737426009633,2014-2015,15,73742,6009633,Kern,Sierra Sands Unified,Faller Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,452.0,237.0,0.524336283185841,291.0,0.643805309734513,435.0,233.0,0.535632183908046,283.0,0.650574712643678,1
15739086009765,2014-2015,15,73908,6009765,Kern,McFarland Unified,Kern Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,1156.0,825.0,0.713667820069204,1015.0,0.8780276816609,1138.0,815.0,0.716168717047452,1003.0,0.881370826010545,1
15756301530500,2014-2015,15,75630,1530500,Kern,SBE - Ridgecrest Charter,Ridgecrest Charter,State Board of Education,Elemen Schools In 1 School Dist. (Public),Traditional,,1,0350,Directly funded,0,K,8,423.0,190.0,0.449172576832151,238.0,0.562647754137116,415.0,186.0,0.448192771084337,234.0,0.563855421686747,1
16101651630102,2014-2015,16,10165,1630102,Kings,Kings County Office of Education,J. C. Montgomery,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,K,12,43.0,22.0,0.511627906976744,22.0,0.511627906976744,42.0,22.0,0.523809523809524,22.0,0.523809523809524,1
16101651630193,2014-2015,16,10165,1630193,Kings,Kings County Office of Education,Kings County Community,County Office of Education (COE),County Community,County Community School,,0,,,0,7,12,89.0,64.0,0.719101123595506,69.0,0.775280898876405,88.0,63.0,0.715909090909091,68.0,0.772727272727273,1
16101656069298,2014-2015,16,10165,6069298,Kings,Kings County Office of Education,Kings County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,0,,,0,K,12,267.0,131.0,0.49063670411985,165.0,0.617977528089888,218.0,111.0,0.509174311926605,141.0,0.646788990825688,1
16638750112698,2014-2015,16,63875,0112698,Kings,Armona Union Elementary,California Virtual Academy @ Kings,Elementary School District,K-12 Schools (Public),Traditional,,1,0840,Directly funded,1,K,12,565.0,277.0,0.490265486725664,344.0,0.608849557522124,553.0,269.0,0.486437613019892,336.0,0.607594936708861,1
16638750121491,2014-2015,16,63875,0121491,Kings,Armona Union Elementary,"National University Academy, Armona",Elementary School District,K-12 Schools (Public),Traditional,,1,1168,Directly funded,1,K,12,77.0,71.0,0.922077922077922,74.0,0.961038961038961,6.0,6.0,1.0,6.0,1.0,1
