CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
10624146117873,0635250,08475,Active,Fresno,Sanger Unified,Sanger Academy Charter,2207 Ninth Street,2207 Ninth St.,Sanger,93657-2711,CA,2207 Ninth Street,2207 Ninth St.,Sanger,93657-2711,CA,(559) 524-6840,,www.sanger.k12.ca.us,2000-08-28,,1,0283,Locally funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.703078,-119.56774,Christy,Platt,christy_platt@sanger.k12.ca.us,,,,,,,2015-06-18
10624301030758,0636270,08476,Active,Fresno,Selma Unified,Selma Independent,2269 Sylvia Street,2269 Sylvia St.,Selma,93662-3436,CA,2269 Sylvia Street,2269 Sylvia St.,Selma,93662-3436,CA,(559) 898-6670,,www.selmausd.org,1999-09-01,,0,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,7-12,3-12,P,0,36.569177,-119.61837,Drew,Sylvia,dsylvia@selmausd.org,,,,,,,2015-10-16
10624301036607,0636270,06184,Active,Fresno,Selma Unified,Heartland High (Continuation),2269 Sylvia Street,2269 Sylvia St.,Selma,93662-3488,CA,2269 Sylvia Street,2269 Sylvia St.,Selma,93662-3488,CA,(559) 898-6670,47299,www.selmausd.org,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,7-12,8-12,P,0,36.569177,-119.61837,Drew,Sylvia,dsylvia@selmausd.org,,,,,,,2015-10-14
10624301036672,0636270,06188,Active,Fresno,Selma Unified,Selma High,3125 Wright Street,3125 Wright St.,Selma,93662-2429,CA,3125 Wright Street,3125 Wright St.,Selma,93662-2429,CA,(559) 898-6550,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,36.580899,-119.6152,Mark,Babiarz,mbabiarz@selmausd.org,,,,,,,2015-10-14
10624306007231,0636270,06186,Active,Fresno,Selma Unified,Andrew Jackson Elementary,2220 Huntsman Avenue,2220 Huntsman Ave.,Selma,93662-2422,CA,2220 Huntsman Avenue,2220 Huntsman Ave.,Selma,93662-2422,CA,(559) 898-6690,47499,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.583603,-119.6138,Victoria,Cuevas,vcuevas@selmausd.org,,,,,,,2015-10-14
10624306007256,0636270,06182,Active,Fresno,Selma Unified,Eric White Elementary,2001 Mitchell,2001 Mitchell,Selma,93662-9601,CA,2001 Mitchell,2001 Mitchell,Selma,93662-9601,CA,(559) 898-6650,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,2-6,K-6,N,0,36.561706,-119.62431,Sandra,Aguilera,saguilera@selmausd.org,,,,,,,2015-10-14
10624306007272,0636270,06190,Active,Fresno,Selma Unified,George Washington Elementary,1420 Second Street,1420 Second St.,Selma,93662-3925,CA,1420 Second Street,1420 Second St.,Selma,93662-3925,CA,(559) 898-6720,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-1,N,0,36.562772,-119.61726,Raquel,Hammond,rhammond@selmausd.org,,,,,,,2015-10-14
10624306007280,0636270,06185,Active,Fresno,Selma Unified,Indianola Elementary,11524 East Dinuba Avenue,11524 East Dinuba Ave.,Selma,93662-9707,CA,11524 East Dinuba Avenue,11524 East Dinuba Ave.,Selma,93662-9707,CA,(559) 898-6680,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.590715,-119.58315,Shane,Pinkard,spinkard@selmausd.org,,,,,,,2015-10-14
10624306007298,0636270,06183,Active,Fresno,Selma Unified,James Garfield Elementary,2535 B Street,2535 B St.,Selma,93662-3108,CA,2535 B Street,2535 B St.,Selma,93662-3108,CA,(559) 898-6740,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.571057,-119.60861,Monica,Chapa,mchapa@selmausd.org,,,,,,,2015-10-14
10624306007314,0636270,06187,Active,Fresno,Selma Unified,Theodore Roosevelt Elementary,1802 Floral Avenue,1802 Floral Ave.,Selma,93662-2808,CA,1802 Floral Avenue,1802 Floral Ave.,Selma,93662-2808,CA,(559) 898-6700,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.576336,-119.60847,Sundar,Dhillon,sundar.dhillon@selmausd.org,,,,,,,2015-10-14
10624306007322,0636270,06189,Active,Fresno,Selma Unified,Terry Elementary,12906 South Fowler Avenue,12906 South Fowler Ave.,Selma,93662-9532,CA,12906 South Fowler Avenue,12906 South Fowler Ave.,Selma,93662-9532,CA,(559) 898-6710,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.548536,-119.68259,Rosa,Baly,rbaly@selmausd.org,,,,,,,2015-10-14
10624306007348,0636270,06191,Active,Fresno,Selma Unified,Woodrow Wilson Elementary,1325 Stillman Street,1325 Stillman St.,Selma,93662-3221,CA,1325 Stillman Street,1325 Stillman St.,Selma,93662-3221,CA,(559) 898-6730,,http://selmausd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.572503,-119.60242,Alicia,Gonzalez,agonzalez@selmausd.org,,,,,,,2015-10-14
10624306111124,0636270,01989,Active,Fresno,Selma Unified,Abraham Lincoln Middle,1239 Nelson Boulevard,1239 Nelson Blvd.,Selma,93662-4112,CA,1239 Nelson Boulevard,1239 Nelson Blvd.,Selma,93662-4112,CA,(559) 898-6600,46399,http://selmausd.org,1993-08-30,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,36.585071,-119.60203,Charles,Coleman Jr,ccoleman@selmausd.org,,,,,,,2015-10-14
10625136007405,0641460,06850,Active,Fresno,Washington Colony Elementary,Washington Colony Elementary,130 East Lincoln Avenue,130 East Lincoln Ave.,Fresno,93706-6043,CA,130 East Lincoln Avenue,130 East Lincoln Ave.,Fresno,93706-6043,CA,(559) 233-0706,,www.washingtoncolony.k12.ca.us,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.648814,-119.78891,Jesus,Cruz,jesuscruz@washingtoncolony.org,,,,,,,2015-07-01
10625396007413,0642060,06888,Active,Fresno,West Park Elementary,West Park Elementary,2695 South Valentine Avenue,2695 South Valentine Ave.,Fresno,93706-9042,CA,2695 South Valentine Avenue,2695 South Valentine Ave.,Fresno,93706-9042,CA,(559) 233-6501,114,www.westpark.k12.ca.us,1885-05-04,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.691385,-119.8535,Ralph,Vigil,ralph_v@wpesd.org,,,,,,,2015-06-18
10625396112387,0642060,03032,Active,Fresno,West Park Elementary,West Park Charter Academy,2695 South Valentine Avenue,2695 South Valentine Ave.,Fresno,93706-9042,CA,2695 South Valentine Avenue,2695 South Valentine Ave.,Fresno,93706-9042,CA,(559) 233-6501,,www.westpark.k12.ca.us,1994-07-20,,1,0044,Locally funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,1-12,N,0,36.691385,-119.8535,Ralph,Vigil,ralph_v@wpesd.org,,,,,,,2016-04-19
10625470120535,0642210,12485,Active,Fresno,Westside Elementary,Crescent View South Charter,"1901 East Shields Avenue, Suite 169","1901 East Shields Ave., Ste. 169",Fresno,93726-5318,CA,"42455 Tenth Street West, Suite105","42455 Tenth St. West, Ste.105",Lancaster,93534,CA,(559) 222-8439,,www.cvsouth.org,2009-09-21,,1,1138,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,K-12,9-12,N,0,36.779798,-119.78867,Rafael,Aguilar,raguilar@cvsouth.org,Steve,Gocke,steve.gocke@learn4life.org,,,,2015-06-18
10625470127159,0642210,13118,Active,Fresno,Westside Elementary,Opportunities For Learning - Fresno,1515 Divisadero Street,1515 Divisadero St.,Fresno,93721-1115,CA,"320 North Halstead Street, Suite 220","320 North Halstead St., Ste. 220",Pasadena,91107,CA,(626) 921-8200,,www.emsofl.com,2012-07-30,,1,1463,Directly funded,52,Elementary School District,66,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,N,0,36.743828,-119.7931,Jesus,Franco,jfranco@emsofl.com,,,,,,,2015-06-18
10738091030121,0613840,01561,Active,Fresno,Firebaugh-Las Deltas Unified,Firebaugh High,1976 Morris Kyle Drive,1976 Morris Kyle Dr.,Firebaugh,93622-9711,CA,1976 Morris Kyle Drive,1976 Morris Kyle Dr.,Firebaugh,93622-9711,CA,(559) 659-1415,,www.fldusd.org/fhs/,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,36.846874,-120.44691,Anthony,Catalan,acatalan@fldusd.org,,,,,,,2016-08-18
10738091030147,0613840,01560,Active,Fresno,Firebaugh-Las Deltas Unified,El Puente High,1691 Saipan Avenue,1691 Saipan Ave.,Firebaugh,93622-2465,CA,1976 Morris Kyle Drive,1976 Morris Kyle Dr.,Firebaugh,93622-9711,CA,(559) 659-3899,,www.fldusd.org/fae/,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,11-12,N,0,36.852549,-120.44806,Terry,Anderson,tanderson@fldusd.org,,,,,,,2016-08-23
10738096005995,0613840,01559,Active,Fresno,Firebaugh-Las Deltas Unified,Arthur E. Mills Intermediate,1191 P Street,1191 P St.,Firebaugh,93622-2230,CA,1976 Morris Kyle Drive,1976 Morris Kyle Dr.,Firebaugh,93622-9711,CA,(559) 659-2317,,www.fldusd.org/aemi/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,3-5,3-5,N,0,36.85873,-120.45456,Marla,Sansom,msansom@fldusd.org,,,,,,,2015-06-18
10738096006001,0613840,01563,Active,Fresno,Firebaugh-Las Deltas Unified,Hazel M. Bailey Primary,1691 Q Street,1691 Q St.,Firebaugh,93622-9711,CA,1976 Morris Kyle Drive,1976 Morris Kyle Dr.,Firebaugh,93622-9711,CA,(559) 659-1421,,www.fldusd.org/hmbe/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-2,N,0,36.852929,-120.44648,Sarah,Marshall,smarshall@fldusd.org,,,,,,,2015-07-22
10738096006019,0613840,01562,Active,Fresno,Firebaugh-Las Deltas Unified,Firebaugh Middle,1600 16th Street,1600 16th St.,Firebaugh,93622-2407,CA,1976 Morris Kyle Drive,1976 Morris Kyle Dr.,Firebaugh,93622-9711,CA,(559) 659-1481,,www.fldusd.org/fms/,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,36.854544,-120.44947,Marc,Sosa,msosa@fldusd.org,,,,,,,2015-06-18
10739650106476,0607970,10786,Active,Fresno,Central Unified,James K. Polk Elementary,2195 North Polk Avenue,2195 North Polk Ave.,Fresno,93722-5052,CA,2195 North Polk Avenue,2195 North Polk Ave.,Fresno,93722-5052,CA,(559) 274-9780,,http://po.centralunified.org/,2004-08-11,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.769228,-119.88927,Geoff,Garratt,ggarrat1@centralusd.k12.ca.us,,,,,,,2015-06-18
10739650113993,0607970,11948,Active,Fresno,Central Unified,Harvest Elementary,6514 West Gettysburg Avenue,6514 West Gettysburg Ave.,Fresno,93723-3013,CA,6514 West Gettysburg Avenue,6514 West Gettysburg Ave.,Fresno,93723-3013,CA,(559) 271-0420,,http://ha.centralunified.org/,2007-08-15,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.79983,-119.90862,Julie,Shafer,jshafer@centralusd.k12.ca.us,,,,,,,2015-08-07
10739650114751,0607970,12076,Active,Fresno,Central Unified,Pathway Community Day,11 South Teilman,11 South Teilman,Fresno,93706-1332,CA,11 South Teilman,11 South Teilman,Fresno,93706-1332,CA,(559) 487-1201,,http://pcds.centralunified.org/,2007-08-24,,0,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,7-12,N,0,36.742947,-119.82204,Nick,Hustedde,nhustedde@centralusd.k12.ca.us,,,,,,,2015-06-18
10739650123943,0607970,12888,Active,Fresno,Central Unified,Glacier Point Middle,4055 North Bryan Avenue,4055 North Bryan Ave.,Fresno,93723-9212,CA,4055 North Bryan Avenue,4055 North Bryan Ave.,Fresno,93723-9212,CA,(559) 276-3105,,http://gp.centralunified.org/,2011-08-10,,0,,,54,Unified School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,36.794605,-119.90737,Heather,Kuyper,hkuyper@centralusd.k12.ca.us,,,,,,,2015-08-07
10739650125682,0607970,13042,Active,Fresno,Central Unified,Pathway Elementary Community Day,21 South Teilman,21 South Teilman,Fresno,93706-1332,CA,21 South Teilman,21 South Teilman,Fresno,93706-1332,CA,(559) 487-1201,,http://pcds.centralunified.org/,2012-01-30,,0,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,ELEM,Elementary,K-6,5-6,N,0,36.742858,-119.82204,Nick,Hustedde,nhustedde@centralusd.k12.ca.us,,,,,,,2015-06-18
10739651030386,0607970,09345,Active,Fresno,Central Unified,Central Unified Alternative/Opportunity,2698 North Brawley,2698 North Brawley,Fresno,93722-5113,CA,2698 North Brawley,2698 North Brawley,Fresno,93722-5113,CA,(559) 276-5230,,http://cl.centralunified.org/,1980-07-01,,0,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,5-12,N,0,36.777792,-119.86226,Jose,Reyes,jreyes@centralusd.k12.ca.us,,,,,,,2015-08-19
10739651030626,0607970,05777,Active,Fresno,Central Unified,Central High East Campus,3535 North Cornelia Avenue,3535 North Cornelia Ave.,Fresno,93722-7020,CA,3535 North Cornelia Avenue,3535 North Cornelia Ave.,Fresno,93722-7020,CA,(559) 276-0280,,http://chse.centralunified.org,1996-08-13,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,36.787386,-119.88038,Robert,Perez,rperez@centralusd.k12.ca.us,,,,,,,2015-08-07
10739651035112,0607970,07672,Active,Fresno,Central Unified,Pershing Continuation High,855 West Nielsen,855 West Nielsen,Fresno,93706-1700,CA,855 West Nielsen,855 West Nielsen,Fresno,93706-1700,CA,(559) 268-2272,,http://phs.centralunified.org/,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,0,36.742777,-119.82149,Nick,Hustedde,nhustedde@centralusd.k12.ca.us,,,,,,,2016-07-01
10739656005789,0607970,07665,Active,Fresno,Central Unified,Biola-Pershing Elementary,4885 North Biola Avenue,4885 North Biola Ave.,Fresno,93723-9428,CA,4885 North Biola Avenue,4885 North Biola Ave.,Fresno,93723-9428,CA,(559) 276-5235,,http://bp.centralunified.org/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.805354,-120.01729,Michael,Ota,mota@centralusd.k12.ca.us,,,,,,,2015-08-06
10739656006654,0607970,07668,Active,Fresno,Central Unified,Herndon-Barstow Elementary,6265 North Grantland Avenue,6265 North Grantland Ave.,Fresno,93723-9334,CA,6265 North Grantland Avenue,6265 North Grantland Ave.,Fresno,93723-9334,CA,(559) 276-5250,,http://hb.centralunified.org/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.826624,-119.91729,Sandra,Morehead,smorehead@centralusd.k12.ca.us,,,,,,,2016-07-01
10739656006662,0607970,07669,Active,Fresno,Central Unified,Houghton-Kearney Elementary,8905 West Kearney Boulevard,8905 West Kearney Blvd.,Fresno,93706-9517,CA,8905 West Kearney Boulevard,8905 West Kearney Blvd.,Fresno,93706-9517,CA,(559) 276-5285,,http://hk.centralunified.org/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.727426,-119.95106,Julie,Smith,jsmith@centralusd.k12.ca.us,,,,,,,2015-08-06
10739656006910,0607970,09123,Active,Fresno,Central Unified,Madison Elementary,330 South Brawley Avenue,330 South Brawley Ave.,Fresno,93706-2106,CA,330 South Brawley Avenue,330 South Brawley Ave.,Fresno,93706-2106,CA,(559) 276-5280,,http://ma.centralunified.org/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.73025,-119.86242,Christine,Pennington,cpennington@centralusd.k12.ca.us,,,,,,,2016-07-01
10739656006936,0607970,07667,Active,Fresno,Central Unified,El Capitan Middle,4443 West Weldon Avenue,4443 West Weldon Ave.,Fresno,93722-5440,CA,4443 West Weldon Avenue,4443 West Weldon Ave.,Fresno,93722-5440,CA,(559) 276-5270,,http://ec.centralunified.org,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,36.767564,-119.87288,Jeff,Wimp,jwimp@centralusd.k12.ca.us,,,,,,,2016-07-01
10739656006944,0607970,09346,Active,Fresno,Central Unified,McKinley Elementary,4444 West McKinley Avenue,4444 West McKinley Ave.,Fresno,93722-5431,CA,4444 West McKinley Avenue,4444 West McKinley Ave.,Fresno,93722-5431,CA,(559) 276-5232,,http://mk.centralunified.org/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.764602,-119.87089,Colette,Bolger,cbolger@centralusd.k12.ca.us,,,,,,,2016-07-01
10739656006951,0607970,07673,Active,Fresno,Central Unified,Roosevelt Elementary,2600 North Garfield Ave,2600 North Garfield Ave,Fresno,93723-9229,CA,2600 North Garfield Ave,2600 North Garfield Ave,Fresno,93723-9229,CA,(559) 276-5257,,http://ro.centralunified.org/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.776096,-119.92521,Michelle,Vargas,mvargas@centralusd.k12.ca.us,,,,,,,2015-08-07
10739656007389,0607970,07674,Active,Fresno,Central Unified,Teague Elementary,4725 North Polk Avenue,4725 North Polk Ave.,Fresno,93722-5319,CA,4725 North Polk Avenue,4725 North Polk Ave.,Fresno,93722-5319,CA,(559) 276-5260,,http://te.centralunified.org/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.802789,-119.89018,Ruben,Diaz,rdiaz@centralusd.k12.ca.us,,,,,,,2016-08-16
10739656112023,0607970,03035,Active,Fresno,Central Unified,William Saroyan Elementary,5650 West Escalon Avenue,5650 West Escalon Ave.,Fresno,93722-3154,CA,5650 West Escalon Avenue,5650 West Escalon Ave.,Fresno,93722-3154,CA,(559) 276-3131,,http://sa.centralunified.org/,1994-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.826279,-119.89266,Patricia,McCurley,pmccurley@centralusd.k12.ca.us,,,,,,,2015-06-18
10739656112775,0607970,04485,Active,Fresno,Central Unified,John Steinbeck Elementary,3550 North Milburn Avenue,3550 North Milburn Ave.,Fresno,93722-7016,CA,3550 North Milburn Avenue,3550 North Milburn Ave.,Fresno,93722-7016,CA,(559) 276-3141,,http://st.centralunified.org/,1995-07-25,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.787994,-119.87576,Esther,Kaercher,ekaercher@centralusd.k12.ca.us,,,,,,,2016-08-16
10739656115521,0607970,07499,Active,Fresno,Central Unified,Norman Liddell Elementary,5455 West Alluvial Avenue,5455 West Alluvial Ave.,Fresno,93722-2361,CA,5455 West Alluvial Avenue,5455 West Alluvial Ave.,Fresno,93722-2361,CA,(559) 276-3176,,http://li.centralunified.org/,1998-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.844258,-119.88713,Charlene,Graham,cgraham@centralusd.k12.ca.us,,,,,,,2015-08-07
10739656120521,0607970,10493,Active,Fresno,Central Unified,River Bluff Elementary,6150 West Palo Alto,6150 West Palo Alto,Fresno,93722-2000,CA,6150 West Palo Alto,6150 West Palo Alto,Fresno,93722-2000,CA,(559) 276-6001,,http://rb.centralunified.org/,2002-07-24,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.833345,-119.90503,MIchelle,Bergmann,mbergmann@centralusd.k12.ca.us,,,,,,,2015-06-18
10739656120539,0607970,10494,Active,Fresno,Central Unified,Rio Vista Middle,6240 West Palo Alto,6240 West Palo Alto,Fresno,93722-2001,CA,6240 West Palo Alto,6240 West Palo Alto,Fresno,93722-2001,CA,(559) 276-3185,,http://rv.centralunified.org,2002-08-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,36.83337,-119.90223,Joe,Bracamonte,jbracamonte@centralusd.k12.ca.us,,,,,,,2015-06-18
10739990123596,0619490,12756,Active,Fresno,Kerman Unified,Goldenrod Elementary,445 South Goldenrod Avenue,445 South Goldenrod Ave.,Kerman,93630-9212,CA,445 South Goldenrod Avenue,445 South Goldenrod Ave.,Kerman,93630-9212,CA,(559) 843-9500,,www.kermanusd.com,2011-08-17,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.728552,-120.0424,Susan,Toste,susan.toste@kermanusd.com,,,,,,,2016-08-19
10751270129163,0600022,13773,Active,Fresno,Mendota Unified,Mendota Elementary,605 Bass Avenue,605 Bass Ave.,Mendota,93640-2178,CA,605 Bass Avenue,605 Bass Ave.,Mendota,93640-2178,CA,(559) 655-2014,,www.musdaztecs.com/,2014-08-11,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.781792,-120.37287,Juanita,Villar,jvillar@mendotaschools.org,,,,,,,2016-08-19
10751276006985,0600022,09294,Active,Fresno,Mendota Unified,Washington Elementary,1599 Fifth Street,1599 Fifth St.,Mendota,93640-2359,CA,115 McCabe Avenue,115 McCabe Ave.,Mendota,93640,CA,(559) 655-4365,,www.musdaztecs.com/,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-1,N,0,36.756305,-120.38335,Rhyanna,Cervantes,rcervantes@mendotaschools.org,,,,,,,2016-07-26
10752341030352,0691134,10212,Active,Fresno,Golden Plains Unified,Rio Del Rey High (Continuation),6052 Juanche,6052 Juanche,Tranquillity,93668,CA,PO Box 457,PO Box 457,Tranquillity,93668,CA,(559) 698-7205,,www.gpusd.org,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,11-12,N,0,36.645943,-120.25434,Joel,Ramiez,jramirez@gpusd.org,,,,,,,2015-12-14
10752341037456,0691134,10214,Active,Fresno,Golden Plains Unified,Tranquillity High,6052 Juanche Street,6052 Juanche St.,Tranquillity,93668,CA,PO Box 937,PO Box 937,San Joaquin,93660,CA,(559) 698-7205,,www.gpusd.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,36.645943,-120.25434,Jim,Reed,jreed@gpusd.org,,,,,,,2015-12-14
10752346005805,0691134,10215,Active,Fresno,Golden Plains Unified,Cantua Elementary,29288 West Clarkson,29288 West Clarkson,Cantua Creek,93608,CA,PO Box 937,PO Box 937,San Joaquin,93660,CA,(559) 829-3331,,www.gpusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.501354,-120.32003,Ana,Bustos,abustos@gpusd.org,,,,,,,2016-07-01
10752346006647,0691134,10216,Active,Fresno,Golden Plains Unified,Helm Elementary,13883 South Lassen Avenue,13883 South Lassen Ave.,Helm,93627-9900,CA,PO Box 937,PO Box 937,San Joaquin,93660,CA,(559) 866-5683,,www.gpusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.533793,-120.0979,Joel,Ramirez,jramirez@gpusd.org,,,,,,,2015-12-14
10752346007223,0691134,10217,Active,Fresno,Golden Plains Unified,San Joaquin Elementary,8535 South Ninth,8535 South Ninth,Laguna Hills,93660,CA,PO Box 937,PO Box 937,San Joaquin,93660,CA,(559) 693-4321,,www.gpusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.608773,-120.18701,Barbara,Zambrano,bzambrano@gpusd.org,,,,,,,2015-12-14
10752750124123,0636805,12899,Active,Fresno,Sierra Unified,Sierra Junior High,33326 Lodge Road,33326 Lodge Rd.,Tollhouse,93667-9644,CA,33326 Lodge Road,33326 Lodge Rd.,Tollhouse,93667-9644,CA,(559) 855-8311,,www.sierra.k12.ca.us,2011-08-16,,0,,,54,Unified School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,37.03611,-119.45234,Sean,Osterberg,sosterberg@sierrausd.org,,,,,,,2016-08-17
10752750124586,0636805,12884,Active,Fresno,Sierra Unified,Foothill Elementary,29147 Auberry Road,29147 Auberry Rd.,Prather,93651-9757,CA,29147 Auberry Road,29147 Auberry Rd.,Prather,93651-9757,CA,(559) 855-3551,,www.sierra.k12.ca.us,2011-08-16,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.036868,-119.52011,Alaln,Harris,aharris@sierrausd.org,,,,,,,2016-09-29
